Observer_name_1,Observer_name_2,Date,Site,Zone,Depth,Water_Temp,Visibility,Current,Group,Size,Diver_1_count,Diver_2_count,Total,Survey_Status,Survey_ID
Marius Mocklinghoff,Poppy Bevernage,2023-06-05 00:00:00,Basak Can-Unsang MPA,2,Deep,29,12,2,Drupella,0-5,8,0,8,1,676d3e27399de246bcffb980
Marius Mocklinghoff,Poppy Bevernage,2023-06-05 00:00:00,Basak Can-Unsang MPA,2,Deep,29,12,2,Trash - Soft Plastic (Other),40-50,2,0,2,1,676d3e27399de246bcffb980
Marius Mocklinghoff,Poppy Bevernage,2023-06-05 00:00:00,Basak Can-Unsang MPA,2,Deep,29,12,2,Trash - Soft Plastic Wrapper,20-30,1,0,1,1,676d3e27399de246bcffb980
Marius Mocklinghoff,Poppy Bevernage,2023-06-05 00:00:00,Basak Can-Unsang MPA,1,Deep,29,12,2,Drupella,0-5,2,0,2,1,676d3e27399de246bcffb984
Marius Mocklinghoff,Poppy Bevernage,2023-06-05 00:00:00,Basak Can-Unsang MPA,1,Deep,29,12,2,Coralliophila,0-5,1,0,1,1,676d3e27399de246bcffb984
Marius Mocklinghoff,Poppy Bevernage,2023-06-05 00:00:00,Basak Can-Unsang MPA,1,Deep,29,12,2,Trash - Soft Plastic Wrapper,20-30,3,0,3,1,676d3e27399de246bcffb984
Ceasar Ruiz,Ceasar Ruiz,2023-06-07 00:00:00,Andulay MPA,1,Deep,29,14,1,Drupella,0-5,17,0,17,1,676d3e27399de246bcffb988
Ceasar Ruiz,Ceasar Ruiz,2023-06-07 00:00:00,Andulay MPA,1,Deep,29,14,1,Crown of Thorns,20-30,1,0,1,1,676d3e27399de246bcffb988
Ceasar Ruiz,Ceasar Ruiz,2023-06-07 00:00:00,Andulay MPA,1,Deep,29,14,1,Crown of Thorns,30-40,1,0,1,1,676d3e27399de246bcffb988
Laura Aaby,Laura Aaby,2023-06-07 00:00:00,Antulang,3,Medium,29,12,1,Drupella,0-5,8,0,8,1,676d3e27399de246bcffb98c
Laura Aaby,Laura Aaby,2023-06-07 00:00:00,Antulang,3,Medium,29,12,1,Coralliophila,0-5,4,0,4,1,676d3e27399de246bcffb98c
Laura Aaby,Laura Aaby,2023-06-07 00:00:00,Antulang,1,Medium,29,12,1,Drupella,0-5,4,0,4,1,676d3e27399de246bcffb98f
Laura Aaby,Laura Aaby,2023-06-07 00:00:00,Antulang,1,Medium,29,12,1,Coralliophila,0-5,2,0,2,1,676d3e27399de246bcffb98f
Laura Aaby,Laura Aaby,2023-06-09 00:00:00,Latason MPA,2,Medium,29,8,0,Drupella,0-5,9,0,9,1,676d3e27399de246bcffb9a0
Laura Aaby,Laura Aaby,2023-06-09 00:00:00,Latason MPA,2,Medium,29,8,0,Coralliophila,0-5,21,0,21,1,676d3e27399de246bcffb9a0
Laura Aaby,Laura Aaby,2023-06-09 00:00:00,Latason MPA,2,Shallow,29,8,0,Drupella,0-5,2,0,2,1,676d3e27399de246bcffb9a3
Laura Aaby,Laura Aaby,2023-06-09 00:00:00,Latason MPA,2,Shallow,29,8,0,Coralliophila,0-5,19,0,19,1,676d3e27399de246bcffb9a3
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,3,Medium,29,6,0,Coralliophila,0-5,10,0,10,1,676d3e27399de246bcffb9a6
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,3,Medium,29,6,0,Trash - Fishing Line,60-70,1,0,1,1,676d3e27399de246bcffb9a6
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,3,Medium,29,6,0,Trash - Fishing Line,80-90,1,0,1,1,676d3e27399de246bcffb9a6
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,3,Medium,29,6,0,Trash - Fishing Line,>120,3,0,3,1,676d3e27399de246bcffb9a6
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,3,Medium,29,6,0,Trash - Soft Plastic Wrapper,10-20,1,0,1,1,676d3e27399de246bcffb9a6
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,3,Shallow,29,6,0,Drupella,0-5,1,0,1,1,676d3e27399de246bcffb9ac
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,3,Shallow,29,6,0,Coralliophila,0-5,46,0,46,1,676d3e27399de246bcffb9ac
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,3,Shallow,29,6,0,Trash - Fishing Net,>120,1,0,1,1,676d3e27399de246bcffb9ac
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,3,Shallow,29,6,0,Trash - Soft Plastic Wrapper,5-10,1,0,1,1,676d3e27399de246bcffb9ac
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,3,Shallow,29,6,0,Trash - Other,60-70,1,0,1,1,676d3e27399de246bcffb9ac
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,1,Medium,29,8,1,Drupella,0-5,7,0,7,1,676d3e27399de246bcffb9b2
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,1,Medium,29,8,1,Coralliophila,0-5,8,0,8,1,676d3e27399de246bcffb9b2
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,1,Medium,29,8,1,Trash - Fishing Line,>120,1,0,1,1,676d3e27399de246bcffb9b2
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,1,Medium,29,8,1,Trash - Fishing Net,>120,2,0,2,1,676d3e27399de246bcffb9b2
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,1,Medium,29,8,1,Trash - Rope,>120,1,0,1,1,676d3e27399de246bcffb9b2
Dirk Schmitz,Barbara Villamarin,2023-06-09 00:00:00,Latason MPA,1,Medium,29,8,1,Trash - Soft Plastic Wrapper,5-10,1,0,1,1,676d3e27399de246bcffb9b2
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,2,Deep,30,14,0,Drupella,0-5,2,0,2,1,676d3e27399de246bcffb9b9
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,2,Deep,30,14,0,Trash - Fishing Line,>120,7,0,7,1,676d3e27399de246bcffb9b9
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,2,Deep,30,14,0,Trash - Fishing Line,30-40,2,0,2,1,676d3e27399de246bcffb9b9
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,2,Deep,30,14,0,Trash - Fishing Line,40-50,1,0,1,1,676d3e27399de246bcffb9b9
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,2,Deep,30,14,0,Trash - Plastic Bag,20-30,2,0,2,1,676d3e27399de246bcffb9b9
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,2,Deep,30,14,0,Trash - Textiles and Bags,20-30,2,0,2,1,676d3e27399de246bcffb9b9
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,2,Medium,30,14,1,Drupella,0-5,3,0,3,1,676d3e27399de246bcffb9c0
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,2,Medium,30,14,1,Coralliophila,0-5,1,0,1,1,676d3e27399de246bcffb9c0
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,2,Medium,30,14,1,Trash - Textiles and Bags,40-50,1,0,1,1,676d3e27399de246bcffb9c0
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,2,Medium,30,14,1,Trash - Fishing Line,20-30,2,0,2,1,676d3e27399de246bcffb9c0
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,2,Medium,30,14,1,Trash - Fishing Line,50-60,2,0,2,1,676d3e27399de246bcffb9c0
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,2,Medium,30,14,1,Trash - Fishing Line,>120,1,0,1,1,676d3e27399de246bcffb9c0
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,2,Medium,30,14,1,Trash - Plastic Bag,30-40,1,0,1,1,676d3e27399de246bcffb9c0
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,2,Medium,30,14,1,Trash - Soft Plastic Wrapper,5-10,2,0,2,1,676d3e27399de246bcffb9c0
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,2,Medium,30,14,1,Trash - Rope,>120,1,0,1,1,676d3e27399de246bcffb9c0
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,1,Medium,30,14,2,Drupella,0-5,4,0,4,1,676d3e27399de246bcffb9ca
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,1,Medium,30,14,2,Coralliophila,0-5,1,0,1,1,676d3e27399de246bcffb9ca
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,1,Medium,30,14,2,Trash - Textiles and Bags,>120,1,0,1,1,676d3e27399de246bcffb9ca
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,1,Medium,30,14,2,Trash - Soft Plastic Wrapper,0-5,1,0,1,1,676d3e27399de246bcffb9ca
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,1,Medium,30,14,2,Trash - Fishing Line,60-70,1,0,1,1,676d3e27399de246bcffb9ca
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,1,Medium,30,14,2,Trash - Fishing Line,>120,2,0,2,1,676d3e27399de246bcffb9ca
Dirk Schmitz,Emily Pitt-Pitts,2023-06-12 00:00:00,Guinsuan MPA,1,Medium,30,14,2,Trash - Fishing Net,5-10,1,0,1,1,676d3e27399de246bcffb9ca
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,1,Deep,29,14,0,Coralliophila,0-5,5,0,5,1,676d3e27399de246bcffb9d2
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,1,Deep,29,14,0,Trash - Fishing Line,60-70,1,0,1,1,676d3e27399de246bcffb9d2
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,1,Deep,29,14,0,Trash - Fishing Line,80-90,1,0,1,1,676d3e27399de246bcffb9d2
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,1,Deep,29,14,0,Trash - Fishing Line,>120,8,0,8,1,676d3e27399de246bcffb9d2
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,1,Deep,29,14,0,Trash - Soft Plastic Wrapper,5-10,2,0,2,1,676d3e27399de246bcffb9d2
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,1,Deep,29,14,0,Trash - Plastic Bag,10-20,1,0,1,1,676d3e27399de246bcffb9d2
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,1,Deep,29,14,0,Trash - Hard Plastic (Other),5-10,1,0,1,1,676d3e27399de246bcffb9d2
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,2,Shallow,29,14,0,Drupella,0-5,6,0,6,1,676d3e27399de246bcffb9da
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,2,Shallow,29,14,0,Coralliophila,0-5,107,0,107,1,676d3e27399de246bcffb9da
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,2,Shallow,29,14,0,Trash - Soft Plastic Wrapper,10-20,1,0,1,1,676d3e27399de246bcffb9da
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,2,Shallow,29,14,0,Trash - Soft Plastic (Other),0-5,1,0,1,1,676d3e27399de246bcffb9da
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,2,Shallow,29,14,0,Trash - Fishing Line,70-80,1,0,1,1,676d3e27399de246bcffb9da
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,1,Shallow,29,14,0,Drupella,0-5,3,0,3,1,676d3e27399de246bcffb9e0
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,1,Shallow,29,14,0,Coralliophila,0-5,108,0,108,1,676d3e27399de246bcffb9e0
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,1,Shallow,29,14,0,Trash - Fishing Line,60-70,1,0,1,1,676d3e27399de246bcffb9e0
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,1,Shallow,29,14,0,Trash - Fishing Line,80-90,1,0,1,1,676d3e27399de246bcffb9e0
Dirk Schmitz,Dirk Schmitz,2023-06-13 00:00:00,Maluay Malatapay MPA,1,Shallow,29,14,0,Trash - Fishing Line,>120,3,0,3,1,676d3e27399de246bcffb9e0
Charlotte Court,Ceasar Ruiz,2023-06-15 00:00:00,Andulay MPA,1,Shallow,28,14,1,Drupella,0-5,70,0,70,1,676d3e27399de246bcffb9e6
Charlotte Court,Ceasar Ruiz,2023-06-15 00:00:00,Andulay MPA,1,Shallow,28,14,1,Coralliophila,0-5,22,0,22,1,676d3e27399de246bcffb9e6
Charlotte Court,Ceasar Ruiz,2023-06-15 00:00:00,Andulay MPA,1,Shallow,28,14,1,Trash - Plastic Bag,50-60,1,0,1,1,676d3e27399de246bcffb9e6
Dirk Schmitz,Barbara Villamarin,2023-06-15 00:00:00,Kookoos,3,Deep,29,8,0,Drupella,0-5,1,0,1,1,676d3e27399de246bcffb9ea
Dirk Schmitz,Barbara Villamarin,2023-06-15 00:00:00,Kookoos,3,Deep,29,8,0,Trash - Soft Plastic (Other),10-20,1,0,1,1,676d3e27399de246bcffb9ea
Dirk Schmitz,Barbara Villamarin,2023-06-15 00:00:00,Kookoos,3,Deep,29,8,0,Trash - Soft Plastic (Other),>120,3,0,3,1,676d3e27399de246bcffb9ea
Dirk Schmitz,Barbara Villamarin,2023-06-15 00:00:00,Kookoos,3,Deep,29,8,0,Trash - Soft Plastic (Other),5-10,1,0,1,1,676d3e27399de246bcffb9ea
Emily Pitt-Pitts,Emily Pitt-Pitts,2023-06-15 00:00:00,Kookoos,3,Shallow,29,12,1,Coralliophila,0-5,37,0,37,1,676d3e27399de246bcffba8e
Emily Pitt-Pitts,Emily Pitt-Pitts,2023-06-15 00:00:00,Kookoos,3,Shallow,29,12,1,Drupella,0-5,43,0,43,1,676d3e27399de246bcffba8e
Emily Pitt-Pitts,Emily Pitt-Pitts,2023-06-15 00:00:00,Kookoos,3,Shallow,29,12,1,Crown of Thorns,10-20,1,0,1,1,676d3e27399de246bcffba8e
Emily Pitt-Pitts,Emily Pitt-Pitts,2023-06-15 00:00:00,Kookoos,2,Shallow,29,12,1,Coralliophila,0-5,18,0,18,1,676d3e27399de246bcffba92
Emily Pitt-Pitts,Emily Pitt-Pitts,2023-06-15 00:00:00,Kookoos,2,Shallow,29,12,1,Drupella,0-5,36,0,36,1,676d3e27399de246bcffba92
Emily Pitt-Pitts,Emily Pitt-Pitts,2023-06-15 00:00:00,Kookoos,3,Medium,29,12,0,Drupella,0-5,4,0,4,1,676d3e27399de246bcffba95
Emily Pitt-Pitts,Emily Pitt-Pitts,2023-06-15 00:00:00,Kookoos,3,Medium,29,12,0,Coralliophila,0-5,15,0,15,1,676d3e27399de246bcffba95
Emily Pitt-Pitts,Emily Pitt-Pitts,2023-06-15 00:00:00,Kookoos,3,Medium,29,12,0,Trash - Soft Plastic (Other),30-40,2,0,2,1,676d3e27399de246bcffba95
Emily Pitt-Pitts,Emily Pitt-Pitts,2023-06-15 00:00:00,Kookoos,2,Medium,29,12,0,Drupella,0-5,3,0,3,1,676d3e27399de246bcffba99
Emily Pitt-Pitts,Emily Pitt-Pitts,2023-06-15 00:00:00,Kookoos,2,Medium,29,12,0,Coralliophila,0-5,9,0,9,1,676d3e27399de246bcffba99
Emily Pitt-Pitts,Dirk Schmitz,2023-06-16 00:00:00,Lutoban Pier,1,Shallow,29,4,0,Drupella,0-5,5,7,12,1,676d3e27399de246bcffba26
Emily Pitt-Pitts,Dirk Schmitz,2023-06-16 00:00:00,Lutoban Pier,1,Shallow,29,4,0,Coralliophila,0-5,36,47,83,1,676d3e27399de246bcffba26
Emily Pitt-Pitts,Dirk Schmitz,2023-06-16 00:00:00,Lutoban Pier,1,Shallow,29,4,0,Trash - Soft Plastic Wrapper,20-30,0,1,1,1,676d3e27399de246bcffba26
Emily Pitt-Pitts,Dirk Schmitz,2023-06-16 00:00:00,Lutoban Pier,1,Medium,29,4,0,Trash - Plastic Bag,20-30,0,1,1,1,676d3e27399de246bcffba2a
Emily Pitt-Pitts,Dirk Schmitz,2023-06-16 00:00:00,Lutoban Pier,1,Medium,29,4,0,Trash - Soft Plastic (Other),10-20,1,0,1,1,676d3e27399de246bcffba2a
Emily Pitt-Pitts,Dirk Schmitz,2023-06-16 00:00:00,Lutoban North MPA,2,Medium,29,8,2,Drupella,0-5,5,2,7,1,676d3e27399de246bcffba2d
Emily Pitt-Pitts,Dirk Schmitz,2023-06-16 00:00:00,Lutoban North MPA,2,Medium,29,8,2,Coralliophila,0-5,25,9,34,1,676d3e27399de246bcffba2d
Emily Pitt-Pitts,Dirk Schmitz,2023-06-16 00:00:00,Lutoban North MPA,2,Medium,29,8,2,Trash - Soft Plastic Wrapper,5-10,0,1,1,1,676d3e27399de246bcffba2d
Emily Pitt-Pitts,Dirk Schmitz,2023-06-16 00:00:00,Lutoban North MPA,2,Medium,29,8,2,Trash - Soft Plastic (Other),10-20,1,0,1,1,676d3e27399de246bcffba2d
Emily Pitt-Pitts,Dirk Schmitz,2023-06-16 00:00:00,Lutoban North MPA,2,Medium,29,8,2,Trash - Soft Plastic (Other),5-10,1,0,1,1,676d3e27399de246bcffba2d
Poppy Bevernage,Poppy Bevernage,2023-06-16 00:00:00,Lutoban North MPA,1,Medium,29,10,0,Drupella,0-5,36,0,36,1,676d3e27399de246bcffba85
Poppy Bevernage,Poppy Bevernage,2023-06-16 00:00:00,Lutoban North MPA,1,Medium,29,10,0,Coralliophila,0-5,2,0,2,1,676d3e27399de246bcffba85
Poppy Bevernage,Poppy Bevernage,2023-06-16 00:00:00,Lutoban North MPA,1,Medium,29,10,0,Trash - Plastic Bag,5-10,1,0,1,1,676d3e27399de246bcffba85
Poppy Bevernage,Poppy Bevernage,2023-06-16 00:00:00,Lutoban North MPA,1,Medium,29,10,0,Trash - Fishing Line,>120,1,0,1,1,676d3e27399de246bcffba85
Poppy Bevernage,Poppy Bevernage,2023-06-16 00:00:00,Lutoban Pier,2,Medium,29,8,0,Drupella,0-5,18,0,18,1,676d3e27399de246bcffba8a
Poppy Bevernage,Poppy Bevernage,2023-06-16 00:00:00,Lutoban Pier,2,Medium,29,8,0,Trash - Hard Plastic Bottle,5-10,1,0,1,1,676d3e27399de246bcffba8a
Poppy Bevernage,Poppy Bevernage,2023-06-16 00:00:00,Lutoban Pier,2,Medium,29,8,0,Trash - Soft Plastic Drinking Bag,5-10,2,0,2,1,676d3e27399de246bcffba8a
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,1,Deep,29,12,1,Drupella,0-5,2,0,2,1,676d3e27399de246bcffb9ef
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,1,Deep,29,12,1,Trash - Fishing Line,>120,2,0,2,1,676d3e27399de246bcffb9ef
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,1,Shallow,29,12,1,Drupella,0-5,64,0,64,1,676d3e27399de246bcffb9f2
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,1,Shallow,29,12,1,Coralliophila,0-5,14,0,14,1,676d3e27399de246bcffb9f2
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,1,Shallow,29,12,1,Trash - Fishing Line,>120,2,0,2,1,676d3e27399de246bcffb9f2
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,1,Shallow,29,12,1,Trash - Glass and Ceramics,30-40,1,0,1,1,676d3e27399de246bcffb9f2
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,2,Medium,29,12,1,Drupella,0-5,6,0,6,1,676d3e27399de246bcffb9f7
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,2,Medium,29,12,1,Coralliophila,0-5,4,0,4,1,676d3e27399de246bcffb9f7
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,2,Medium,29,12,1,Trash - Rope,>120,3,0,3,1,676d3e27399de246bcffb9f7
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,2,Medium,29,12,1,Trash - Plastic Bag,60-70,1,0,1,1,676d3e27399de246bcffb9f7
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,2,Medium,29,12,1,Trash - Fishing Line,>120,1,0,1,1,676d3e27399de246bcffb9f7
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,2,Shallow,29,12,1,Trash - Soft Plastic Wrapper,5-10,2,0,2,1,676d3e27399de246bcffb9fd
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,2,Shallow,29,12,1,Drupella,0-5,47,0,47,1,676d3e27399de246bcffb9fd
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,2,Shallow,29,12,1,Coralliophila,0-5,92,0,92,1,676d3e27399de246bcffb9fd
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,2,Shallow,29,12,1,Trash - Fishing Line,>120,1,0,1,1,676d3e27399de246bcffb9fd
Dirk Schmitz,Barbara Villamarin,2023-06-17 00:00:00,Antulang,2,Shallow,29,12,1,Trash - Rope,60-70,1,0,1,1,676d3e27399de246bcffb9fd
Poppy Bevernage,Poppy Bevernage,2023-06-17 00:00:00,Antulang,3,Deep,29,14,0,Drupella,0-5,6,0,6,1,676d3e27399de246bcffba9c
Poppy Bevernage,Poppy Bevernage,2023-06-17 00:00:00,Antulang,3,Deep,29,14,0,Trash - Fishing Line,10-20,1,0,1,1,676d3e27399de246bcffba9c
Poppy Bevernage,Poppy Bevernage,2023-06-17 00:00:00,Antulang,3,Deep,29,14,0,Trash - Soft Plastic Wrapper,5-10,1,0,1,1,676d3e27399de246bcffba9c
Poppy Bevernage,Poppy Bevernage,2023-06-17 00:00:00,Antulang,2,Shallow,29,14,0,Drupella,0-5,43,0,43,1,676d3e27399de246bcffbaa0
Poppy Bevernage,Poppy Bevernage,2023-06-17 00:00:00,Antulang,2,Shallow,29,14,0,Coralliophila,0-5,1,0,1,1,676d3e27399de246bcffbaa0
Emily Pitt-Pitts,Matty Forshaw,2023-06-17 00:00:00,Lutoban North MPA,3,Deep,29,14,0,Drupella,0-5,7,0,7,1,676d3e27399de246bcffbaa3
Emily Pitt-Pitts,Matty Forshaw,2023-06-17 00:00:00,Lutoban North MPA,3,Deep,29,14,0,Trash - Fishing Line,>120,1,0,1,1,676d3e27399de246bcffbaa3
Emily Pitt-Pitts,Matty Forshaw,2023-06-17 00:00:00,Lutoban North MPA,3,Shallow,29,14,0,Drupella,0-5,24,0,24,1,676d3e27399de246bcffbaa6
Emily Pitt-Pitts,Matty Forshaw,2023-06-17 00:00:00,Lutoban North MPA,3,Shallow,29,14,0,Coralliophila,0-5,26,0,26,1,676d3e27399de246bcffbaa6
Emily Pitt-Pitts,Matty Forshaw,2023-06-17 00:00:00,Lutoban North MPA,3,Shallow,29,14,0,Trash - Fishing Line,>120,3,0,3,1,676d3e27399de246bcffbaa6
Kaue Senger,Shaun Beattie,2023-06-19 00:00:00,Guinsuan MPA,2,Deep,29,12,2,Drupella,0-5,0,1,1,1,676d3e27399de246bcffba1a
Kaue Senger,Shaun Beattie,2023-06-19 00:00:00,Guinsuan MPA,2,Deep,29,12,2,Coralliophila,0-5,4,1,5,1,676d3e27399de246bcffba1a
Kaue Senger,Shaun Beattie,2023-06-19 00:00:00,Dalakit MPA,1,Shallow,29,4,0,Drupella,0-5,3,28,31,1,676d3e27399de246bcffba1d
Kaue Senger,Shaun Beattie,2023-06-19 00:00:00,Dalakit MPA,1,Shallow,29,4,0,Coralliophila,0-5,17,8,25,1,676d3e27399de246bcffba1d
Kaue Senger,Shaun Beattie,2023-06-19 00:00:00,Dalakit MPA,1,Shallow,29,4,0,Trash - Fishing Line,>120,1,0,1,1,676d3e27399de246bcffba1d
Kaue Senger,Shaun Beattie,2023-06-19 00:00:00,Dalakit MPA,1,Shallow,29,4,0,Trash - Soft Plastic (Other),20-30,1,0,1,1,676d3e27399de246bcffba1d
Kaue Senger,Shaun Beattie,2023-06-19 00:00:00,Dalakit MPA,1,Shallow,29,4,0,Trash - Soft Plastic (Other),30-40,1,0,1,1,676d3e27399de246bcffba1d
Kaue Senger,Shaun Beattie,2023-06-19 00:00:00,Dalakit MPA,1,Shallow,29,4,0,Drupella,0-5,21,43,64,1,676d3e27399de246bcffba1d
Kaue Senger,Shaun Beattie,2023-06-19 00:00:00,Dalakit MPA,1,Shallow,29,4,0,Coralliophila,0-5,5,6,11,1,676d3e27399de246bcffba1d
Kaue Senger,Shaun Beattie,2023-06-19 00:00:00,Dalakit MPA,1,Shallow,29,4,0,Trash - Textiles and Bags,60-70,2,0,2,1,676d3e27399de246bcffba1d
Kiri Simons,Dirk Schmitz,2023-06-19 00:00:00,Dalakit MPA,2,Shallow,29,4,0,Drupella,0-5,6,7,13,1,676d3e27399de246bcffba37
Kiri Simons,Dirk Schmitz,2023-06-19 00:00:00,Dalakit MPA,2,Shallow,29,4,0,Coralliophila,0-5,4,11,15,1,676d3e27399de246bcffba37
Kiri Simons,Dirk Schmitz,2023-06-19 00:00:00,Dalakit MPA,2,Shallow,29,4,0,Trash - Textiles and Bags,60-70,2,0,2,1,676d3e27399de246bcffba37
Kiri Simons,Dirk Schmitz,2023-06-19 00:00:00,Dalakit MPA,2,Shallow,29,4,0,Trash - Soft Plastic (Other),>120,0,1,1,1,676d3e27399de246bcffba37
Kiri Simons,Dirk Schmitz,2023-06-19 00:00:00,Dalakit MPA,2,Shallow,29,4,0,Trash - Soft Plastic (Other),>120,0,1,1,1,676d3e27399de246bcffba37
Kiri Simons,Dirk Schmitz,2023-06-19 00:00:00,Dalakit MPA,2,Shallow,29,4,0,Trash - Soft Plastic (Other),50-60,0,2,2,1,676d3e27399de246bcffba37
Kiri Simons,Dirk Schmitz,2023-06-19 00:00:00,Dalakit MPA,2,Shallow,29,4,0,Trash - Soft Plastic (Other),70-80,0,1,1,1,676d3e27399de246bcffba37
Kiri Simons,Kiri Simons,2023-06-20 00:00:00,Salag MPA,2,Medium,29,12,0,Drupella,0-5,0,10,10,1,676d3e27399de246bcffba03
Kiri Simons,Kiri Simons,2023-06-20 00:00:00,Salag MPA,2,Medium,29,12,0,Coralliophila,0-5,4,0,4,1,676d3e27399de246bcffba03
Kiri Simons,Kiri Simons,2023-06-20 00:00:00,Salag MPA,2,Medium,29,12,0,Trash - Textiles and Bags,30-40,1,0,1,1,676d3e27399de246bcffba03
